actor_user_id,target_user_id,persona,card_click,full_profile_open,dwell_time_ms,saved_profile,interaction_type,label,relevance_score,reasoning,created_at
51,47,budget-adventure-group,1,1,9400,0,YES,2,67.0,"Tessa: extreme sports, road trips, countryside+mountains, adventure, moderate, spontaneous, extrovert, group — shared outdoor destinations, adventure and group intent. Budget gap (budget vs moderate) mild. Spontaneous style matches. YES.",2026-05-04T18:44:03.302608
51,52,budget-adventure-group,1,1,10800,0,YES,2,71.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, moderate, spontaneous, ambivert, group — hiking, mountains, adventure and group weekend energy align well with Kiara. Budget gap (budget vs moderate) mild. YES.",2026-05-04T18:44:33.982188
51,50,budget-adventure-group,1,1,8600,0,YES,2,69.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, group — shared outdoor destinations, adventure and group intent. Budget gap (budget vs moderate) minor. YES.",2026-05-04T18:45:08.958771
51,36,budget-adventure-group,1,0,0,1,SAVE_ONLY,1,46.0,"Khalil: luxury, beach, photography, mountains, extrovert, flexible, solo — photography and mountains overlap appeal to Kiara. Budget gap (luxury vs budget) and solo vs group are mismatches. Saves speculatively on the photography+mountains hook without committing.",2026-05-04T18:45:50.555248
52,48,adventure-road-group,1,1,11600,0,YES,2,75.0,"Lawrence: festivals, hiking, road trips, countryside+mountains, adventure, budget, flexible, ambivert, group — festivals, hiking, road trips and group adventure are a strong match. Budget gap (moderate vs budget) mild. YES.",2026-05-04T18:46:50.967360
52,39,adventure-road-group,1,1,9800,0,YES,2,73.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert — shared road trips, mountains, adventure and moderate budget. Photography adds creative overlap. YES.",2026-05-04T18:48:01.694249
52,50,adventure-road-group,1,1,17900,1,SUPER_LIKE,3,89.0,"Remy: extreme sports, hiking, road trips, countryside+mountains, adventure, moderate, flexible, extrovert, group, long-term — near-perfect DNA match. Shared hiking, road trips, mountains, moderate budget, extrovert group long-term intent. Max dwell, saved, SUPER_LIKE.",2026-05-04T18:49:32.887679
52,43,adventure-road-group,0,0,0,0,NO,0,26.0,"Heaven: luxury, cafe/city walks/hiking, city-break, solo, long-term — luxury city solo vs Jakob's moderate outdoor adventure group. Budget and destination are both deal-breakers. Skip.",2026-05-04T18:50:23.717750
52,34,adventure-road-group,0,0,0,0,NO,0,18.0,"Jamie: budget, party/nightlife/festivals/beach, group — beach party nightlife vs Jakob's outdoor adventure hiking focus. Festivals overlap but the overall vibe is completely different. Skip.",2026-05-04T18:51:25.979833
53,39,introvert-photo-road,1,1,10300,0,YES,2,71.0,"Gianna: food, hostels, photography, road trips, countryside+mountains, adventure, moderate, flexible, extrovert — shared photography, road trips and mountain destinations. Extrovert vs introvert is friction but the activity overlap is strong enough. YES.",2026-05-04T18:53:49.779305
53,48,introvert-photo-road,1,1,10900,0,YES,2,74.0,"Lawrence: festivals, hiking, road trips, countryside+mountains, adventure, budget, flexible, ambivert, group, backpacking — shared road trips, mountains and adventure. Budget aligns (both modest). Ambivert vs introvert is manageable on a small group road trip. YES.",2026-05-04T23:03:26.997939
53,52,introvert-photo-road,1,1,11700,0,YES,2,77.0,"Jakob: festivals, hiking, museums, road trips, countryside+mountains, adventure, moderate, spontaneous, ambivert, group — road trips, mountains and adventure overlap strongly. Shared moderate budget, spontaneous style and outdoor focus. Group vs group aligns. YES.",2026-05-04T23:03:51.459521
53,36,introvert-photo-road,0,0,0,0,NO,0,23.0,"Khalil: luxury, extrovert, beach, solo, weekend escape — luxury solo extrovert vs Kamilah's moderate introvert group mountain road trips. Budget, social energy and destination all clash. Instant skip.",2026-05-04T23:04:16.012787
53,35,introvert-photo-road,1,0,0,1,SAVE_ONLY,1,48.0,"Magdalena: budget, flexible, introvert, hiking, reading, countryside, solo — shared introvert energy, hiking and budget. Solo vs group and relaxation vs adventure are mismatches. Kamilah glances the card and saves it as a quiet hiking companion possibility without committing.",2026-05-04T23:05:35.166860
54,60,luxury-cultural-solo,1,1,8700,0,YES,2,72.0,"Ruben: luxury, strict, ambivert, beach+food, beach+city, party, group — shared luxury and city-break destination. Party vs cultural is a gap, but Kason appreciates the food focus and city exploration energy. YES.",2026-05-04T23:29:19.505212
54,71,luxury-cultural-solo,1,1,16800,1,SUPER_LIKE,3,89.0,"Rosalia: luxury, strict, ambivert, food/photography/walking tours, city-break, cultural, solo, long-term — near-perfect DNA match with Kason. Shared luxury, strict planning, city-break, cultural focus, photography and solo format. Max dwell, saved, SUPER_LIKE.",2026-05-04T23:41:28.924044
54,67,luxury-cultural-solo,1,1,10400,0,YES,2,76.0,"Marceline: budget, strict, introvert, cafe/food/museums/shopping, city-break, cultural, solo — shared introvert+strict+museums+city cultural focus. Budget gap (luxury vs budget) is friction but activity and format alignment is strong. YES.",2026-05-04T23:41:49.836885
54,37,luxury-cultural-solo,0,0,0,0,NO,0,22.0,"Dallas: moderate, extrovert, museums/photo/walking, city — museums and city overlap but moderate budget vs luxury and extrovert vs introvert are deal-breakers for Kason. Skip.",2026-05-04T23:41:59.859366
54,55,luxury-cultural-solo,1,1,9100,0,YES,2,68.0,"Elyse: luxury, flexible, ambivert, cafe/food/museums/shopping, city-break, foodie, solo — shared luxury, food, museums and city-break solo format. Flexible vs strict and ambivert vs introvert are mild gaps. Strong YES.",2026-05-04T23:42:27.240123
55,57,luxury-foodie-solo,0,0,0,0,NO,0,19.0,"Skylar: luxury, strict, introvert, beach/food/nightlife, party, group — party/nightlife/beach group vs Elyse's city foodie solo. Group vs solo and party vs foodie are clear mismatches. Skip.",2026-05-04T23:42:46.948659
55,61,luxury-foodie-solo,1,1,9800,0,YES,2,74.0,"Nalani: moderate, flexible, ambivert, cafe/food/shopping, city-break, cultural, solo — shared cafe/food/shopping/city solo format. Budget gap (luxury vs moderate) mild. Elyse appreciates the cultural foodie city energy. YES.",2026-05-04T23:43:22.265939
55,65,luxury-foodie-solo,0,0,0,0,NO,0,28.0,"August: extrovert, food/hiking/road trips, mountains, adventure, backpacking, solo — hiking/mountains/adventure vs Elyse's city foodie shopping. Extrovert vs ambivert and outdoor adventure vs urban relaxation. Skip.",2026-05-04T23:43:43.988330
55,30,luxury-foodie-solo,0,0,0,0,NO,0,21.0,"Mohammed: introvert, moderate, beach/hiking/photography/reading, mountains+countryside, relaxation — outdoor relaxation vs Elyse's luxury urban foodie. Budget and destination entirely misaligned. Skip.",2026-05-04T23:44:09.376138
55,67,luxury-foodie-solo,1,1,8300,0,YES,2,70.0,"Marceline: budget, strict, introvert, cafe/food/museums/shopping, city-break, cultural, solo — shared cafe/food/museums/city solo. Budget gap (luxury vs budget) is friction but the full activity and format alignment wins. YES.",2026-05-04T23:45:09.884405
56,58,budget-party-group,0,0,0,0,NO,0,23.0,"Roland: moderate, strict, introvert, beach/food/museums/shopping, islands+city, relaxation, group — relaxation vs party, museums vs festivals, moderate vs budget. Despite shared beach+city and group intent, the vibe is completely different. Skip.",2026-05-04T23:45:44.454450
56,73,budget-party-group,1,0,0,1,SAVE_ONLY,1,44.0,"Jazmine: budget, flexible, extrovert, cafe/hiking/photography, mountains, adventure, group — shared budget, extrovert and group intent. Hiking/mountains vs beach/festivals is a destination gap. Roger saves it speculatively — maybe for a mixed weekend trip.",2026-05-04T23:47:01.856901
56,68,budget-party-group,0,0,0,0,NO,0,18.0,"Amias: moderate, spontaneous, introvert, food/museums/shopping, beach, relaxation — relaxation vs party, introvert vs extrovert, moderate vs budget. No shared energy. Skip.",2026-05-04T23:47:48.303845
56,40,budget-party-group,1,1,7600,0,YES,2,62.0,"Bradley: budget, strict, ambivert, cafe/city walks, city-break, solo, long-term — shared budget and city-break. Strict vs strict planning matches. Roger is open to pairing city exploration with city party vibes. YES.",2026-05-04T23:49:37.705746
56,34,budget-party-group,1,1,10200,0,YES,2,67.0,"Jamie: budget, spontaneous, ambivert, beach/cafe/festivals/nightlife, beach+city, party, group — strong alignment on beach+city, budget, party and group travel. Strict vs spontaneous is the only clash. YES.",2026-05-04T23:51:52.335832
57,61,luxury-party-beach,0,0,0,0,NO,0,24.0,"Nalani: moderate, flexible, ambivert, cafe/food/shopping, city-break, cultural, solo — cultural city solo vs Skylar's luxury beach party group. Budget, destination and intent all clash. Skip.",2026-05-04T23:53:12.212010
57,69,luxury-party-beach,1,0,0,1,SAVE_ONLY,1,41.0,"Victoria: moderate, spontaneous, extrovert, beach/food/museums, city, foodie, solo — shared beach and food interest. Budget gap (luxury vs moderate) and solo vs group are mismatches. Skylar saves speculatively on the beach+food overlap without committing.",2026-05-05T10:18:42.549692
57,58,luxury-party-beach,1,1,8900,0,YES,2,63.0,"Roland: moderate, strict, introvert, beach/food/museums/shopping, city+islands, relaxation, group — shared beach+food+shopping+group+strict planning. Budget gap (luxury vs moderate) mild. Relaxation vs party is a difference but Skylar appreciates the island/beach alignment. YES.",2026-05-05T10:19:03.946290
57,54,luxury-party-beach,0,0,0,0,NO,0,27.0,"Kason: luxury, strict, introvert, museums/photo/walking, city, cultural, solo — cultural city solo vs beach party group. Shared luxury and strict planning but destination and experience are opposite ends. Skip.",2026-05-05T10:19:16.869013
57,71,luxury-party-beach,0,0,0,0,NO,0,20.0,"Rosalia: luxury, strict, ambivert, food/photo/walking tours, city, cultural, solo — city cultural solo vs beach party group. Shared luxury and strict planning but destination and format don't align. Skip.",2026-05-05T10:19:28.951969
58,55,moderate-relaxation-group,1,0,0,1,SAVE_ONLY,1,47.0,"Elyse: luxury, flexible, ambivert, cafe/food/museums/shopping, city-break, foodie, solo — shared food/museums/shopping/city. Budget gap (luxury vs moderate) and solo vs group are hesitations. Roland saves speculatively without committing.",2026-05-05T10:20:00.476269
58,68,moderate-relaxation-group,1,1,9300,0,YES,2,66.0,"Amias: moderate, spontaneous, introvert, food/museums/shopping, beach, relaxation, group — shared food/museums/shopping/beach/relaxation/group. Shared moderate budget and introvert energy. Spontaneous vs strict is a gap but activity alignment is compelling. YES.",2026-05-05T10:20:38.027043
58,54,moderate-relaxation-group,0,0,0,0,NO,0,25.0,"Kason: luxury, introvert, museums/photo/walking, city, cultural, solo — solo cultural vs group relaxation, luxury vs moderate. No shared format or budget. Skip.",2026-05-05T10:20:59.690316
58,47,moderate-relaxation-group,0,0,0,0,NO,0,17.0,"Tessa: extreme sports, road trips, mountains, adventure, spontaneous — outdoor adventure extremes vs Roland's beach city relaxation. No shared destination or activity. Skip.",2026-05-05T10:21:24.536056
58,71,moderate-relaxation-group,1,1,8100,0,YES,2,69.0,"Rosalia: luxury, strict, ambivert, food/photo/walking, city-break, cultural, solo — shared food, strict planning and city-break. Budget gap (luxury vs moderate) and solo vs group noted but Roland reads full profile and appreciates the cultural city energy. YES.",2026-05-05T10:22:26.931656
59,60,budget-introvert-solo,0,0,0,0,NO,0,16.0,"Ruben: luxury, strict, ambivert, beach/food, beach+city, party, group — luxury party beach group vs Kenna's budget introvert solo countryside escape. Every dimension misaligns. Skip.",2026-05-05T10:23:03.168721
59,69,budget-introvert-solo,0,0,0,0,NO,0,20.0,"Victoria: moderate, spontaneous, extrovert, beach/food/museums, city, foodie, solo — extrovert city foodie vs Kenna's introvert countryside reader. Budget, destination and energy all clash. Skip.",2026-05-05T10:23:41.053210
59,73,budget-introvert-solo,1,1,9700,0,YES,2,71.0,"Jazmine: budget, flexible, extrovert, cafe/hiking/photography, mountains, adventure, group — shared hiking, photography, budget and mountain destinations. Extrovert vs introvert is manageable on a quiet trail. YES.",2026-05-05T10:25:15.809938
59,39,budget-introvert-solo,1,1,8400,0,YES,2,75.0,"Gianna: moderate, flexible, extrovert, food/hostels/photography/road trips, countryside+mountains, adventure, solo backpacker — shared photography and countryside+mountains destinations. Budget gap mild. Extrovert vs introvert is friction but outdoor alignment wins. YES.",2026-05-05T10:27:09.638126
59,35,budget-introvert-solo,1,1,11200,0,YES,2,68.0,"Magdalena: budget, flexible, introvert, hiking/reading, countryside, relaxation, solo — near-perfect match. Shared introvert energy, budget, hiking and outdoor solo weekend escapes. Kenna reads every line and gives YES enthusiastically.",2026-05-05T10:29:31.737613
60,73,luxury-party-group,0,0,0,0,NO,0,22.0,"Jazmine: budget, extrovert, cafe/hiking/photography, mountains, adventure, group — budget vs luxury and hiking/mountains vs beach/city party. No shared destination or vibe. Skip.",2026-05-05T10:33:27.998922
60,57,luxury-party-group,1,1,10300,0,YES,2,70.0,"Skylar: luxury, strict, introvert, beach/food/nightlife, beach, party, group — shared luxury, beach, food, nightlife, party and group. Strict planning matches. Introvert vs ambivert is mild friction. Strong YES.",2026-05-05T10:33:51.162957
60,62,luxury-party-group,0,0,0,0,NO,0,19.0,"Lucian: luxury, flexible, introvert, hostels/road trips, countryside+mountains, adventure, group — outdoor adventure hostels vs Ruben's luxury beach party. Destination and experience entirely misaligned. Skip.",2026-05-05T10:34:02.527864
60,55,luxury-party-group,1,0,0,1,SAVE_ONLY,1,43.0,"Elyse: luxury, flexible, ambivert, cafe/food/museums/shopping, city-break, foodie, solo — shared luxury and food/shopping. Solo vs group and foodie vs party are gaps. Ruben saves speculatively on the luxury+food overlap.",2026-05-05T10:34:27.923836
60,47,luxury-party-group,0,0,0,0,NO,0,24.0,"Tessa: moderate, extreme sports, road trips, mountains, adventure — outdoor extreme adventure vs luxury beach party. Budget, destination and experience all clash. Skip.",2026-05-05T10:34:42.992157
61,63,moderate-cultural-solo,0,0,0,0,NO,0,26.0,"Jolene: luxury, extreme sports/festivals/hiking/photo/road trips, mountains, adventure, group — outdoor adventure luxury group vs Nalani's moderate city cultural solo. Completely different vibe. Skip.",2026-05-05T10:35:02.012406
61,55,moderate-cultural-solo,1,1,9600,0,YES,2,72.0,"Elyse: luxury, flexible, ambivert, cafe/food/museums/shopping, city-break, foodie, solo — strong cafe/food/shopping/city solo overlap. Budget gap (luxury vs moderate) mild. YES.",2026-05-05T10:35:44.222610
61,69,moderate-cultural-solo,1,1,10800,0,YES,2,74.0,"Victoria: moderate, spontaneous, extrovert, beach/food/museums, city, foodie, solo — shared food/museums/city/solo and moderate budget. Extrovert vs ambivert mild. Foodie experience matches. YES.",2026-05-05T10:36:39.621456
61,59,moderate-cultural-solo,1,0,0,1,SAVE_ONLY,1,46.0,"Kenna: budget, introvert, hiking/photo/reading, countryside+mountains, relaxation, solo — photography overlap catches Nalani's eye. But outdoor countryside vs city and introvert vs ambivert are gaps. Saves speculatively without committing.",2026-05-05T10:37:40.458423
61,64,moderate-cultural-solo,1,1,17200,1,SUPER_LIKE,3,88.0,"Karsyn: moderate, spontaneous, introvert, cafe/food/museums/shopping, city-break, cultural, solo — near-perfect DNA match. Shared moderate budget, city cultural solo format, cafe/food/museums/shopping. Spontaneous vs flexible is negligible. Max dwell, saved, SUPER_LIKE.",2026-05-05T10:39:07.183079
62,70,luxury-adventure-group,1,1,9800,0,YES,2,73.0,"Jefferson: moderate, strict, ambivert, hiking/road trips, countryside+mountains, adventure, group — shared hiking, road trips, mountains+countryside and group adventure. Budget gap (luxury vs moderate) mild. YES.",2026-05-05T10:40:50.291918
62,63,luxury-adventure-group,1,1,12400,0,YES,2,78.0,"Jolene: luxury, flexible, ambivert, extreme/festivals/hiking/photo/road trips, mountains, adventure, group — shared luxury, road trips, hiking, mountains, adventure and group. Ambivert vs introvert mild. Strong YES.",2026-05-05T10:42:56.349843
62,48,luxury-adventure-group,1,1,9100,0,YES,2,69.0,"Lawrence: budget, flexible, ambivert, festivals/hiking/road trips, countryside+mountains, adventure, group — shared road trips, mountains, adventure and group backpacking. Budget gap (luxury vs budget) is friction but the destination and activity alignment is strong. YES.",2026-05-05T10:46:27.332936
62,65,luxury-adventure-group,1,0,0,1,SAVE_ONLY,1,52.0,"August: luxury, flexible, extrovert, food/hiking/road trips, mountains, adventure, solo — shared luxury, hiking, road trips and mountains. Solo vs group and extrovert vs introvert are gaps. Lucian saves speculatively on the strong destination and budget match.",2026-05-05T10:46:46.765433
62,73,luxury-adventure-group,0,0,0,0,NO,0,29.0,"Jazmine: budget, extrovert, cafe/hiking/photography, mountains, adventure, group — budget vs luxury is a deal-breaker for Lucian. Extrovert vs introvert is also a mismatch despite shared mountains and adventure. Skip.",2026-05-05T10:47:00.072741
63,65,luxury-adventure-group,1,1,17600,1,SUPER_LIKE,3,91.0,"August: luxury, flexible, extrovert, food/hiking/road trips, mountains, adventure, solo, backpacking — shared luxury, hiking, road trips, mountains and adventure. Solo vs group is the only gap. Jolene reads every line, impressed by the activity DNA match. Max dwell, saved, SUPER_LIKE.",2026-05-05T10:47:38.271794
63,72,luxury-adventure-group,1,1,11300,0,YES,2,77.0,"Lian: luxury, flexible, introvert, extreme sports/festivals/hiking/road trips, countryside, adventure, group — shared luxury, extreme sports, festivals, hiking, road trips and group. Countryside vs mountains and introvert vs ambivert are mild gaps. Strong YES.",2026-05-05T10:48:17.396670
63,70,luxury-adventure-group,1,1,8700,0,YES,2,71.0,"Jefferson: moderate, strict, ambivert, hiking/road trips, countryside+mountains, adventure, group — shared hiking, road trips, mountains and group adventure. Budget gap (luxury vs moderate) mild. YES.",2026-05-05T10:49:03.945577
63,62,luxury-adventure-group,1,1,10100,0,YES,2,74.0,"Lucian: luxury, flexible, introvert, hostels/road trips, countryside+mountains, adventure, group — shared luxury, road trips, mountains, adventure and group. Introvert vs ambivert mild. YES.",2026-05-05T10:50:02.840089
63,59,luxury-adventure-group,0,0,0,0,NO,0,23.0,"Kenna: budget, introvert, hiking/photo/reading, countryside, relaxation, solo — budget mismatch, solo vs group, relaxation vs adventure. Despite shared hiking, the overall profile is too quiet and budget-restricted for Jolene. Skip.",2026-05-05T10:50:36.339984
64,67,moderate-cultural-solo,1,1,11800,0,YES,2,76.0,"Marceline: budget, strict, introvert, cafe/food/museums/shopping, city, cultural, solo — shared cafe/food/museums/shopping/city cultural solo. Budget gap (moderate vs budget) mild. Strict vs spontaneous is a minor clash. YES.",2026-05-05T10:51:58.361904
64,54,moderate-cultural-solo,1,0,0,1,SAVE_ONLY,1,49.0,"Kason: luxury, strict, introvert, food/museums/photo/walking, city, cultural, solo — shared introvert/city/cultural/solo format. Budget gap (luxury vs moderate) and strict vs spontaneous create hesitation. Karsyn saves without committing.",2026-05-05T10:53:32.772137
64,71,moderate-cultural-solo,1,1,10200,0,YES,2,73.0,"Rosalia: luxury, strict, ambivert, food/photo/walking tours, city, cultural, solo — shared food/city/cultural/solo. Budget gap (luxury vs moderate) noted but the format and activity overlap is compelling. YES.",2026-05-05T10:55:34.387643
64,55,moderate-cultural-solo,0,0,0,0,NO,0,30.0,"Elyse: luxury, flexible, shopping-heavy foodie — budget gap (luxury vs moderate) and shopping-focused foodie vs Karsyn's cultural museum explorer are enough to skip. No further click.",2026-05-05T10:56:44.382525
64,61,moderate-cultural-solo,1,1,9400,0,YES,2,71.0,"Nalani: moderate, flexible, ambivert, cafe/food/shopping, city-break, cultural, solo — shared moderate budget, city cultural solo and food/cafe. Flexible vs spontaneous and ambivert vs introvert are mild. YES.",2026-05-05T11:00:21.047498
65,56,luxury-adventure-solo,0,0,0,0,NO,0,18.0,"Roger: budget, strict, extrovert, beach/festivals, party, group — budget vs luxury, beach party vs mountains adventure. No shared destination or vibe. Skip.",2026-05-05T11:00:32.952957
65,63,luxury-adventure-solo,1,1,12600,0,YES,2,79.0,"Jolene: luxury, flexible, ambivert, extreme/festivals/hiking/photo/road trips, mountains, adventure, group — shared luxury, hiking, road trips, mountains and adventure. Group vs solo is a gap but August is open to joining groups for big adventures. Long dwell, YES.",2026-05-05T11:00:57.512064
65,73,luxury-adventure-solo,1,1,8800,0,YES,2,72.0,"Jazmine: budget, flexible, extrovert, cafe/hiking/photography, mountains, adventure, group — shared hiking, mountains, adventure and extrovert energy. Budget gap (luxury vs budget) is friction but the outdoor activity alignment is strong. YES.",2026-05-05T11:01:29.364792
65,70,luxury-adventure-solo,1,0,0,1,SAVE_ONLY,1,51.0,"Jefferson: moderate, strict, ambivert, hiking/road trips, countryside+mountains, adventure, group — shared hiking, road trips and mountains. Budget gap (luxury vs moderate) and strict vs flexible are hesitations. August saves without committing — latent interest.",2026-05-05T11:02:02.489155
65,72,luxury-adventure-solo,1,1,9700,0,YES,2,68.0,"Lian: luxury, flexible, introvert, extreme sports/festivals/hiking/road trips, countryside, adventure, group — shared luxury, extreme sports, hiking, road trips and adventure. Introvert vs extrovert and countryside vs mountains are mild gaps. YES.",2026-05-05T11:02:47.723730
66,57,moderate-party-group,0,0,0,0,NO,0,21.0,"Skylar: luxury, strict, introvert, beach/food/nightlife, party, group — shared party/nightlife/beach but luxury vs moderate and introvert vs ambivert and strict vs flexible are mismatches. Skip.",2026-05-05T11:03:20.042228
66,60,moderate-party-group,1,1,9300,0,YES,2,67.0,"Ruben: luxury, strict, ambivert, beach/food, beach+city, party, group — shared beach+city/food/party/group. Budget gap (luxury vs moderate) and strict vs flexible are frictions but the vibe alignment is strong. YES.",2026-05-05T11:04:28.952778
66,68,moderate-party-group,1,1,8100,0,YES,2,65.0,"Amias: moderate, spontaneous, introvert, food/museums/shopping, beach, relaxation, group — shared moderate budget, food, beach and group. Relaxation vs party and introvert vs ambivert are gaps but food+beach+group intent is a common thread. YES.",2026-05-05T11:05:49.950616
66,34,moderate-party-group,1,1,10600,0,YES,2,63.0,"Jamie: budget, spontaneous, ambivert, beach/cafe/festivals/nightlife, beach+city, party, group — shared beach+city/food/nightlife/party/group. Budget gap (moderate vs budget) mild. Great vibe alignment. YES.",2026-05-05T11:07:28.862303
66,73,moderate-party-group,0,0,0,0,NO,0,25.0,"Jazmine: budget, extrovert, cafe/hiking/photography, mountains, adventure, group — mountains/hiking vs beach/city party. Budget too low. No shared destination. Skip.",2026-05-05T11:08:24.694043
67,71,budget-cultural-solo,1,1,11100,0,YES,2,74.0,"Rosalia: luxury, strict, ambivert, food/photo/walking tours, city, cultural, solo, long-term — shared strict/city/cultural/solo and food. Budget gap (luxury vs budget) is friction but activity alignment is compelling. YES.",2026-05-05T11:10:45.170685
67,64,budget-cultural-solo,1,1,12300,0,YES,2,77.0,"Karsyn: moderate, spontaneous, introvert, cafe/food/museums/shopping, city, cultural, solo — near-perfect activity and format match. Shared introvert/city/cultural/solo. Budget gap (moderate vs budget) mild. Spontaneous vs strict is the main friction. YES.",2026-05-05T11:18:57.593623
67,54,budget-cultural-solo,1,0,0,1,SAVE_ONLY,1,48.0,"Kason: luxury, strict, introvert, food/museums/photo/walking, city, cultural, solo — shared city/cultural/solo and museums. Budget gap (luxury vs budget) is a hesitation. Marceline saves it without committing — latent interest.",2026-05-05T11:19:16.008752
67,55,budget-cultural-solo,0,0,0,0,NO,0,33.0,"Elyse: luxury, flexible, shopping-heavy foodie — luxury vs budget is a deal-breaker and shopping/foodie vs cultural focus is a mismatch for Marceline. Skip.",2026-05-05T11:19:27.014542
67,61,budget-cultural-solo,1,1,9200,0,NO,0,27.0,"Nalani: moderate, flexible, ambivert, cafe/food/shopping, city, cultural, solo — activity overlap is present but moderate vs budget and flexible vs strict and ambivert vs introvert accumulate into too many mismatches. Reads profile, decides no. Realistic inconsistency.",2026-05-05T11:20:01.472003
68,57,moderate-beach-group,1,1,8700,0,YES,2,66.0,"Skylar: luxury, strict, introvert, beach/food/nightlife, beach, party, group — shared beach/food/group and introvert energy. Budget gap (luxury vs moderate) and strict vs spontaneous are frictions but beach+food+group wins out. YES.",2026-05-05T11:20:37.565347
68,61,moderate-beach-group,0,0,0,0,NO,0,22.0,"Nalani: city-break, cultural, cafe/food/shopping, solo — city cultural solo vs Amias's beach relaxation group. Destination and format mismatch. Skip.",2026-05-05T11:21:00.124967
68,69,moderate-beach-group,1,1,10400,0,YES,2,70.0,"Victoria: moderate, spontaneous, extrovert, beach/food/museums, city, foodie, solo — shared moderate budget, beach, food and museums. Spontaneous matches. Solo vs group is a gap but Amias is drawn by the beach+food alignment. YES.",2026-05-05T11:21:53.065384
68,66,moderate-beach-group,1,0,0,1,SAVE_ONLY,1,44.0,"Aden: moderate, flexible, ambivert, food/nightlife, beach+city, party, group — shared moderate budget, food, beach and group. Party vs relaxation and nightlife vs quiet beach are gaps. Amias saves speculatively on the food+beach overlap.",2026-05-05T11:22:52.239845
68,71,moderate-beach-group,0,0,0,0,NO,0,19.0,"Rosalia: luxury, strict, city cultural solo, walking tours/photography — luxury vs moderate, city vs beach, solo vs group. No shared format or destination. Skip.",2026-05-05T11:23:28.299734
69,55,moderate-foodie-solo,1,1,10100,0,YES,2,73.0,"Elyse: luxury, flexible, ambivert, cafe/food/museums/shopping, city-break, foodie, solo — shared food/museums/city/solo and foodie experience. Budget gap (luxury vs moderate) mild. YES.",2026-05-05T11:24:55.557696
69,65,moderate-foodie-solo,0,0,0,0,NO,0,28.0,"August: luxury, extrovert, food/hiking/road trips, mountains, adventure — hiking/mountains/adventure vs Victoria's city foodie beach museums. Budget gap too. No shared destination. Skip.",2026-05-05T11:25:44.407808
69,61,moderate-foodie-solo,1,1,11300,0,YES,2,75.0,"Nalani: moderate, flexible, ambivert, cafe/food/shopping, city-break, cultural, solo — shared moderate budget, food/city/solo. Extrovert vs ambivert mild. Foodie+cultural city solo overlap is strong. YES.",2026-05-05T11:27:44.393607
69,66,moderate-foodie-solo,1,1,8600,0,YES,2,68.0,"Aden: moderate, flexible, ambivert, food/nightlife, beach+city, party, group — shared moderate budget, food, beach+city. Party vs foodie is a gap but the food+city energy resonates. YES.",2026-05-05T11:30:09.650780
69,67,moderate-foodie-solo,0,0,0,0,NO,0,24.0,"Marceline: budget, strict, introvert, cafe/food/museums/shopping, city, cultural, solo — budget vs moderate, introvert vs extrovert and strict vs spontaneous accumulate. Despite city/food overlap Victoria skips without clicking.",2026-05-05T11:34:47.131720
70,63,moderate-adventure-group,1,1,12800,0,YES,2,76.0,"Jolene: luxury, flexible, ambivert, extreme/festivals/hiking/photo/road trips, mountains, adventure, group — shared hiking, road trips, mountains, adventure and group. Budget gap (luxury vs moderate) and strict vs flexible are mild frictions. Strong YES.",2026-05-05T11:35:15.990498
70,72,moderate-adventure-group,1,1,10600,0,YES,2,72.0,"Lian: luxury, flexible, introvert, extreme sports/festivals/hiking/road trips, countryside, adventure, group — shared extreme sports, hiking, road trips, adventure and group. Budget gap (luxury vs moderate) and countryside vs mountains are mild. YES.",2026-05-05T11:35:58.958853
70,65,moderate-adventure-group,1,1,9300,0,YES,2,70.0,"August: luxury, flexible, extrovert, food/hiking/road trips, mountains, adventure, solo — shared hiking, road trips, mountains and adventure. Budget gap (luxury vs moderate) and solo vs group noted. Jefferson is open to solo companions for specific routes. YES.",2026-05-05T11:36:33.341697
70,59,moderate-adventure-group,1,0,0,1,SAVE_ONLY,1,53.0,"Kenna: budget, introvert, hiking/photo/reading, countryside, relaxation, solo — shared hiking and countryside. Budget gap mild. But solo vs group and relaxation vs adventure are hesitations. Jefferson saves it as a potential quiet trail companion.",2026-05-05T11:37:15.302991
70,62,moderate-adventure-group,0,0,0,0,NO,0,27.0,"Lucian: luxury, introvert, hostels/road trips, countryside+mountains, adventure — budget gap (luxury vs moderate) and introvert vs ambivert. Despite shared road trips and adventure the budget mismatch is enough for Jefferson to skip.",2026-05-05T11:37:39.837834
71,55,luxury-cultural-solo,1,1,16900,1,SUPER_LIKE,3,90.0,"Elyse: luxury, flexible, ambivert, cafe/food/museums/shopping, city-break, foodie, solo — shared luxury, food, museums, city-break, solo. Flexible vs strict is a minor difference. Rosalia reads every line and finds an exceptional match in the city cultural foodie solo format. Max dwell, saved, SUPER_LIKE.",2026-05-05T11:38:55.828586
71,59,luxury-cultural-solo,0,0,0,0,NO,0,21.0,"Kenna: budget, introvert, hiking/photo/reading, countryside, relaxation — budget vs luxury, countryside vs city, relaxation vs cultural. No shared destination or budget. Skip.",2026-05-05T11:39:30.935245
